id,review,label,confidence
115,The management team need to train the employee better how to read the computer screen staff are not friendly parking lot is dirty.,Complaint,0.92
116,"Almost everyone we encountered from the hostess to restaurant staff as well as bar staff were not wearing masks. I requested our waitress to wear a mask which she did  but it was obvious she thought i was in the wrong. Even the kitchen staff was maskless. Seriously  are you stupid or just stupid republicans? There is a pandemic and it is not over! I had read that masking was now required indoors in Pima County  and that was certainly the case at many of the places I have been to on this trip. And  I know for some this is a political issue  but dining out right now for me is a health concern  so it was bizarre to be in a restaurant and seeing most everyone unmasked  including 95% of the staff. This was a business dinner so I couldnt really back out  but if I was alone I would just flat out not eat there. To the owners of this restaurant: customers will rememebr who followed the rules and the right thing and who didnt  and vote with our pocketbooks! Oh yeah  the food was ""meh"" and dinner for two was $190 with tip.",Complaint,0.98
117,Um  if you're not white  stay away. We walked in and the old hostess rudely and nastily told us its reservations ONLY and waved us off and started to greet the people behind us--who were white of course--with courtesy and politeness. To us there was no hello  do you have a reservation  sorry but. There were people in front of us and behind us she talk to them with a completely different attitude. And yes  of course they were all white. It's a cute cute town with lots of other eating options. But if you're not white and still want to subject yourself to this treatment by eating here  then make sure that (1) you don't have an accent because she'll probably tell you that the reservation is full  and (2) make sure you use a white name. Good luck.,Complaint,0.97
118,This Taco Bell has been trash. I'm ok with the time i have to waste to get food from here. But my overall experience has been far from satisfactory! Even I though I wait longer then I think is necessary... they have never got my order right. Now I have a new problem:.. and it's the fact that they've been closing before 2. When I was told by a manager... they close at 3. My overall review of this place will be trash. . Never will I expect anything less then half ass from this low level of a Taco Bell. Fix you're shit Taco Bell company !,Complaint,0.96
119,"The WORST customer service I have ever experienced in my ENTIRE life. I came here two separate occasions  both at 7:50 pm on two separate Tuesday evenings. El Paseo advertises that they are open until 9pm  however BOTH of these times they denied me from their restaurant during their ""open hours"". The first time because they had a ""special event"" going on  which they failed to disclose on their website  and the second time  because they decided to close at 8pm that day  without any notice. The most recent time  I took a 45 minute Uber to the restaurant only to be greeted by the rudest hostess I have ever met in my entire life. She told me they decided to close early because they didn't have enough business that particular day  and after telling her I had just spent $70 ubering there and that they still had an hour and 15 minutes until closing  as mentioned on their website  she told me thats ""too bad"" and I should find somewhere else to eat  and then proceeded to slam the door in my face. I will never be returning to this restaurant EVER again  and I highly advise that you take your money and time and spend it at a small local restaurant in Downtown SB  where there is plenty of delicious food and small local businesss that actually WANT  and need  your customer service.",Complaint,0.99
120,Very bad customer service. Everything was unprofessional. Charge us more than they should  after pointing it out they did not want to return the money or somehow compensate. They put the dessert not the one we ordered. I do not recommend this place.,Complaint,0.95
121,"I came here within two a week or two of it opening  and unfortunately  I was quite disappointed. I came on a Friday night with 3 friends. I ordered a cocktail and a burger and fries. Our food took a very long time and my fries were completely unseasoned and my burger was somewhat undercooked (I ask for ""medium""). The prices weren't extremely high  but certainly too high for what we got. I'll cut them some slack because the restaurant was brand new when I went there  so maybe it's better now. But I don't plan on going back.",Complaint,0.94
122,This is a good spot to work  but the least they could do is keep their hours UPDATED on the OCF website. I checked online before showing  up for it to be CLOSED.,Complaint,0.92
123,"Unpleasant service. Ordered 3 sandwich's and was told ""we gave you hot sauce"" when we were given a tiny container of hot sauce on the side. (No utensils for potato's  no ketchup  forgot to give card back)",Complaint,0.93
124,Good is so inconsistent that we have stopped going. We have been there 4 times and for the price and the inconsistency it's definitely not worth it. We rather go to Crave or Coynes for less money and better quality food and service.,Complaint,0.94
125,Food is alright. I've sworn off this truck for life after I asked for sriracha and was told I had to pay extra for sauce.,Complaint,0.92
126,Great place for drinks. Wouldn't recommend the food...,Complaint,0.95
127,Food was decent but the service was horrible...,Complaint,0.97
128,I drove 45 minutes to this restaurant just to dine in a greenhouse with some friends...,Complaint,0.96
129,Very disappointed. My partner tried the sushi a few weeks ago and loved it so we decided to try the Thai food tonight...,Complaint,0.94
130,Food was good. Service poor.got the 20 oz. Ribeye...,Complaint,0.93
131,Although the food is good especially the paella their ultimate margarita is disgusting...,Complaint,0.92
132,I usually try to only post positive reviews... but this place just continues to go down hill...,Complaint,0.91
133,The reviews warned us... This is somehow a sub-par bonchon...,Complaint,0.9
134,They have the worst Brussels sprouts I have ever had!!!...,Complaint,0.95
135,"Atmosphere is really cute, which it needs to be while you wait twenty minutes for your hot drink...",Complaint,0.94
136,"Don't waste your time, I've never left a review before but this was bad enough to get me to...",Complaint,0.96
137,"What is going on here??!!!! Twice this weekend we ate here, twice the food was terrible!!...",Complaint,0.97
138,Came here for Nashville Food Fights wings month to get a free 6 piece...,Complaint,0.93
139,Ordered from Uber. Missing more than 50% of my food order...,Complaint,0.95
140,I'm starting to think it's me because all of these high rated restaurants I've been trying have been a major letdown...,Complaint,0.92
141,"I opted for the Savoury Belgian Waffle - 21$ 2 poached eggs, scratch made hollandaise, Belgium waffle, roasted potatoes & 2 chicken honey sausages...",Complaint,0.91
142,Was kinda average.. idk what else to say...,Neutral,0.85
143,"This was our second visit to Currents and while we enjoyed our first visit, although we couldn't eat the lobster bisque because it was extremely salty, we were very disappointed with our second visit...",Complaint,0.94
144,I had high expectations based on their reputation...,Complaint,0.93
145,This place has changed for the worse just like it's sister restaurant Waterside grill...,Complaint,0.95
146,100% tourist trap smallest portions I've ever had in New Orleans and my entire life didn't have bold bursting flavors...,Complaint,0.96
147,So surprised by the great reviews. The food was so below average...,Complaint,0.97
148,"I didn't like most of the food, it was mostly bland and forgetful...",Complaint,0.92
149,"First time trying this restaurant, and it was poor customer service...",Complaint,0.94
150,The sushi was very good but service in the restaurant was not...,Complaint,0.93
151,Mixed up our order. Forgot one of the items...,Complaint,0.95
152,Lisa Nelson 9 reviews·5 photos just nowNEW I'm not sure why this place gets 4.6 stars. 1. Very limited space  feeling claustrophobic. 2. Understaffed...? Food takes way too long to prepare  and even simple drinks like house sake take forever to serve. 3. Quite pricey  but it could be subjective. I'm sure most people feel it's worth it. It's good food but it's not worth the price. I don't think I'll visit again.,Complaint,0.95
153,this place was very cozy and had great customer service. Jim waited on us. the omelette i had was great but the avocado was missing and the fruit with it had mold on it. fiancées steak was ordered medium but it was definitely well done. overall  $54 (before tip) for our 2 meals & orange juice/ coffee  this place was not worth it.,Complaint,0.93
154,I had ordered the asada tacos and they were not the best. the pieces were over cooked and tasted burnt. it was overall just kind of dry and the flavor of the steak was not very good either. The chips are amazing though.,Complaint,0.91
155,I used to frequent this location a lot. But they changed something recently. The gyros do not taste the same and the potato salad taste like complete bland crap now. I don't know if they are cost cutting or what but I've been their Twice just to make sure it was just a bad day in the kitchen. No. Same bland food. Please undo whatever you guys did.,Complaint,0.94
156,We ordered kebabs and tikka masala. Kebabs looked boiled and not grilled. The tikka masala didn't taste like tikka masala  just tomato paste. Aside from the taste  it did not include rice and we had to pay separately  even though this dish normally is eaten and served with rice. I was hoping for a good hole in the wall place  but this wasn't it.,Complaint,0.92
157,"My partner and I love a good breakfast place- unfortunately  the roost did not quite meet our standards. We came on a Saturday morning. Restaurant wasn't busy and staffed well. When we got seated we had to wait 10 mins for a server to come and take our drink order. Then  after our drinks  they didn't stop by for another 10 mins until we made that awkward  across the restaurant  eye contact letting them know we need something. My coffee tasted burnt and they didn't have any flavored creamers (how!). My partner ordered an iced tea that was 90% water and 10% tea. It was just a mess. As for the food: very average and very ""eh."" Our bacon was alittle over cooked  my over easy egg was almost completely cooked through... the only decent item was our French toast  but even that was very average. Long story short  we most likely wont go back. There's a lot of little things with easy fixes that can be made to make this place better.",Complaint,0.96
158,This was the worst Kung Pao I've ever had. Only a couple pieces of super dry over cooked chicken with 1000 green onions (even the bottoms) and bamboo shoots with absolutely zero spice. How this is Kung Pao is beyond me.... Also ordered sweet and sour chicken which was fine but it comes with sauce already on it. My son wouldn't touch it. Wish it said this on the menu.,Complaint,0.93
159,I'm embarrassed to say I ate here in New Orleans. It was on our last day before a long car ride home  and this was the simplest option. We thought it would be faster than it was  so we could have gone somewhere better in the same amount of time.,Complaint,0.9
160,UPDATE- Same great taste but awful portions. The order that you see here came to a sum of $70 and the forgot to include my mango lassi. Raised their prices and reduced their portions.,Complaint,0.94
161,Sad to leave this review  however have been giving the restaurant a number of visits with increasingly disappointing results. We also have left a few messages for Dario  who never calls 1. Today we ordered a vegetable fasilli and the chicken brick dish. Neither was very good. The pasta dish lacked flavor. There wasn't much in terms of vegetables. It was so disappointing I thought of taking a picture but it really was such a boring dish. White beans would give this some flavor and more protein. We've suggested they look at adding some beans to their vegan vegetarian dishes but have been met with radio silence 2 The chicken brick dish was not very good. Three people tried it and all were very disappointed. I'll try to add a picture of it. Very little of it was eaten. 3. The bread is an Average plus We used to go here years ago and it was pretty good. I Food today was from the Santa Barbara location on Victoria Street. We've also had disappointing meals At their montecito location. We really wish they would spend a little bit more time on their items and their ingredients especially for the pricing. Especially given they do not have good vegan options and haven't bothered to get back to us  we think we are done trying. Ciao Ca Dario,Complaint,0.97
162,The spring rolls were good  the pork baboons were good but that one piece of mini cucumber did not give the crunch factor. The pork chashu ramen was a lukewarm  tepid broth. I'm not sure what the red strands were in the broth but by golly they were bitter. I asked for spicy chili oil on the side....$1.50 extra...I didn't know I paid extra until I looked at the receipt! It's not the money but the principle,Complaint,0.91
163,Beer is great. Dining way below average. Bartender was indifferent and failed to tell us about the specials. We only heard about these when he described them to our neighbor at the bar. Will not return. There are other breweries with great beer and good food.,Complaint,0.92
164,Can't say I would recommend - not worth the prices. We spent $96 here for two people - that includes two meals and one appetizer  no drinks. For what we got  it was not worth it. The ambiance service and food just didn't live up to the money that can be spent elsewhere. We both did get seafood  which contributes to the price   however my meal (Picante de Camarones) was mostly rice and beans. I just can't justify spending ~$30 on mostly rice and beans ( which were nothing too special). The sauces on our meals were pretty tasty  but mine was kind of bland. My dining partner enjoyed their meal  however they also agreed they would rather have spent ~$35 elsewhere. We ordered the tamale as an appetizer and it was $13 for a single tamale- also just okay. There was only one waitress so wait times were a little long. The ambiance does not nearly make up for the prices either. Kind of tacky interior & music seemed like it was playing from someone's personal playlist. Overall  I would not recommend coming here  as you will spend a lot of money for not a lot of value.,Complaint,0.95
165,The proces were decent for how much food they gave. I ordered mapo tofu  and it just wasn't that. It was a brown sauce that was sweet - no spice at all and no option of tofu and ground pork. It was edible  but not what I wanted. They offer brown rice without upcharge which was nice. $8.45 for decent amount of general tso chicken  pork fried rice  and egg roll for dinner. Quick delivery. Just not the best I've had plus  they just don't make mapo.,Complaint,0.9
166,We used to love going and ordering steak sandwiches and a basket of fries. Now the portions are much smaller and not worth the trip. Used to order a basket of fries and would split. Now comes on a tiny plate and are told that was only size. When one of our friends ordered a sandwich and his came with fries...larger portion than when ordering JUST fries. My friends that were loyal patrons (when they fly in from LA a bunch of us would meet here) have noticed the same thing. We won't be going back...unless things go back to normal.,Complaint,0.93
167,Order was placed at 3:06P via mobile suppose to be ready at 3:12P didn't get served until 3:25P after I arrived at 3:10P waited and watched 6 people get served in front of me!!!! Called after I left talk to manger he apologized and let me know they were short staff.,Complaint,0.91
168,Less than stellar experience  service was good everything else no. Ordered farmers platter out of ribs  back up prime rib out of that as well. Opted for fried chicken specified thighs  got three pieces of 95% breading with dried out white meat sent this back next three were just as bad (18.99 to boot!). Won't be returning any time soon. Really missed the mark.,Complaint,0.94
169,The drinks were good. Bartender did his thing. Our waiter was personable and fun. But the food was lacking taste and heat. How do french fries come to the table lukewarm. My table mate said her chicken was overcooked  zapped too long in the microwave probably. My falafel was a crunchy dust ball. It was topped with what looked like ketchup. But the green salad it was on was fresh  it didn't have sauce but I guess the ketchup was the sauce. There was a side salad ordered by another table mate that was fresh. So they got the salad part right but they clearly need work in other areas.,Complaint,0.92
170,First time at JD. Ordered take out: Kung pao chicken  shrimp Lomein  firecracker chicken  fried dumplings & eggrolls. Nothing was particularly great or good. Not sure we would order again  as everything was a bit dry & over cooked. On a positive note  they are punctual. We showed up 15 minutes early  as from past experiences with take out orders  the food is usually ready before we arrive & we were trying to avoid picking up cold food. The girl that works there made it clear that she did not appreciate us arriving early... she told us very curtly  as she handed us our order 15 minutes later  we should call next time if we want to pick up early. Very odd way to interact with a customer  since we never made a fuss upon arrival and told them we were happy to wait  cuz we knew we were 15 minutes early.,Complaint,0.93
171,When did pizza become such a rip-off? For $30 I expected more than a long rectangle of chewy bread  a scant suggestion of sauce less toppings in the center  and a box with the precious Vetri name (even though he no longer owns it). The shape is for sure a clever way to increase the cheaper crust to pricier topping ratio. Really  people  buy a pizza stone and see how easy  cheap & fast it is to make excellent pizza yourself at home. You'll start calling these center city joints a rip-off too.,Complaint,0.95
172,Gave them our number. Didn't receive text. We had only ordered fries and drinks. So after 20 minutes went up to ask. Then got cold fries and Luke warm sodas.,Complaint,0.92
173,If you've been to the location in St. Pete ... keep going there; no need to try this one. Thank me later. -Bruschetta - Half soggy  half hard  bread didn't seem fresh. -Gnocchi - Better at the St. Pete location  and had quite a spice/kick to it here. *Chicken Piccata - They don't serve it at the Tampa location. *Lobster Mac - They don't serve it. May be seasonal. *Fries - Those were good. -Bread - I feel like St. Pete serves bread prior to meal. The Tampa location did not. -Blackberry Ginger Smash - It was good.,Complaint,0.9
174,Didn't care for it. Cute concept & love the name but the chicken was overly seasoned. The fries were basic as well.,Complaint,0.91
175,Chicago prices for sub par food. They start you out with some stale bread. In group of 6  Ordered 4 lackluster starters. Dry cardboard like truffle French fries  calamari that was basically just fried batter  escargot swimming in a butter bath. The pork belly that was just OK. But the waiter sure went on about how fantastic and perfect everything on the menu was. When the mains came  I found the sides to be unapealimy angus mid rare filet mignon over cooked but did have nice flavor. I should have sent it back but I was in a large party and at that point and was ready to move on with the evening.,Complaint,0.94
176,Very generic Tex-mex with very pungent garlic. Only reason I gave it 2 stars was because the alcohol is pretty cheap.,Complaint,0.9
177,I've come here every year for my birthday for the past 9 years. I was disappointed this year. Bring back the freshly baked bread. Pretzel bread does not taste well with oil and Parmesan cheese.,Complaint,0.92
178,I haven't eaten my food yet so I am extra bitter and maybe rambling on. I ordered chicken flautas -- noting that I wanted EXTRA guacamole. Order arrives and obviously no extra guacamole. Ugh. Sometimes folks forget. Times is hard. I forget. So I called. They proceed to tell me that the flautas don't come with guacamole. That is why they charged me for it. That I am wrong. That it isn't on the menu. Ahhhhhh. Also missing is the shredded lettuce but I don't need that. Also also didn't get the correct salsa I asked for. But none of that matters to me. Just my guacamole. Give me my guacamole  you liars.,Complaint,0.93
179,It's hard to find really tasty Chinese food. Combination fried rice  egg drop soup and low mein had zero flavor. I am giving 2 stars for the sesame chicken and chicken curry had a little more taste. The staff was super friendly but food lack spice and flavor.,Complaint,0.91
180,I've come here at least 3 times now and have always had great service and decent food. However  I came here with my friend last night and they forgot to put whiskey in her whiskey sour  my food came out 20 minutes later than my friend so they had to reheat her dish while she waited for my food to come out  and we had to flag down other employees to tend to us as our waiter did not. The trout I ordered was also over salted. The espresso martini was pretty good though. For the price and expectation of this place I expect nothing less than a stellar experience; especially service-wise. Disappointed to say the least.,Complaint,0.95
181,Disappointing...... We were excited to get a reservation on New Years Eve....even though they said sold out.....LOTS of empty tables..... 8pm......already out of their $5 Sourdough bread....so we order the flat bread....which was only a few slices....and drenched in oil....not good.... We ordered the oysters as an appetizer....the were the size of my thumb nail....and very fishy. You hate to complain  and ruin the mood on New Years Eve.....but we left very disappointed.....,Complaint,0.97
182,Let me start off with the positive open late with a limited menu. Great friendly staff location has a good beer selection. The pizza appears to be good.. then I try it .. unfortunately the flavor from piece to piece varies drastically. The first piece was hard and burned on the bottom with almost no flavor with heavy sauce at the crust  not across the whole pie. Then the second piece was better more balanced and not burned. Late night downtown Indy choices are limited. Maybe your luck would be better maybe I just got a bad pie. Hmmmmm maybe next time it will be better.,Complaint,0.93
183,We came here a couple of weeks back on a Saturday night. Rushed our dinner to get there before the 8pm closing time. At 7:45pm they were waving us off like flies saying too late the store had closed. So rude! It's Saturday night and we wanted an after dinner sweet. Will not be back. Crazy they shut so early anyway.,Complaint,0.96
184,I am sorry to share a poor review about this business but we have choices to make when we get something to eat at a restaurant. Not sure if new owners need to step up the quality but the pizza was poor at best! I hope this restaurant will improve because of it's location is convenient. Give it a try. Beware!,Complaint,0.94
185,This buffet isn't anything special. The food was subpar but the server was nice and attentive. We were surprised at the lack of offerings; pretty standard Chinese fare. For comparison  we ate at another Chinese buffet in Nampa where they have a huge spread. We found the desserts sorely lacking so we stuck with the soft serve ice cream machine. Their fruit offerings are pretty good. The chow mein was bland and the egg rolls were greasy. Lack of beef dishes as well. We were extremely surprised when we walked in that the prices were not advertised. We did our homework before we chose the restaurant and saw that on their website a weekday lunch is listed at $9.75. As soon as the server brought us or drinks she also left the check. To our dismay we were being charged $13.25 each which is the dinner price. We called the server over and asked her about the price and she said because it's a holiday. We didn't go on Thanksgiving or Easter; we went on MLK day. Totally ridiculous and price gouging! We are definitely one and done with this place!,Complaint,0.98
186,Outrageous wait times even when there are many open tables and servers. We waited in line for 30 minutes just to be told it'll be an additional 30 minutes when there was 4 servers. The same thing happened to our party on a previous day when we tried to eat here  but then we were told it would be an additional hour on top of what we had already spent in line. Just go somewhere else to eat  you'll be back in the same amount of time.,Complaint,0.95
187,The food is a no for me. Flavorless. Only up side about this place is they're open late on a weeknight and if you're starved you can get some bland food.,Complaint,0.92
188,Service was good  but food was not! I rarely write reviews  but had to share. My favorite salad is the Chicken quesadilla explosion salad. So  I know how it should look when it comes out. However  it was not recognizable and I told the server that's not what I ordered. She assured me it was  but it had very little lettuce  which was not fresh and it was already drenched with salad dressing. It was covered with sliced chicken  tons of overcooked tortilla strips and worst of all the cheese quesadilla triangles looked like they were left out overnight and place on the plate. I told the server my issues and she apologized  but I don't feel comfortable returning to this location.,Complaint,0.96
189,I expected more during our first experience at Carlucci's for dinner. Service was sub par and the indoor space is a little outdated however  comfortable. Food and drinks were OK but nothing to remember because it seemed overpriced.,Complaint,0.91
190,The Campbell location is an excellent  well-managed cafe with exceptional food and staff. We tried the Broadway location today. The food was mediocre in comparison and the service...what service? There are better places. Go to the Campbell location or try Bisquits a few doors down. Much better elsewhere.,Complaint,0.94
191,I had high hopes and ordered the Pho  but what a disappointment. It was luke warm and was basically water and noodles. I took it back and asked them for flavor and they said they forgot the broth flavoring. The staff added the broth and I added hoisin and sriracha  yet it was still terrible. A friend ordered another item and it was subpar too. Lastly  for a name like Lil Dumplings you would expect more options with dumplings. They only had three choices   but out of two.,Complaint,0.97
192,Do you like a salty Pizza? Took out two large plains...Don't know at what part of the process some genius decided to make the finished product overly salty.... but that what it is. Did they get the wrong high schooler preparing the sauce this time... I can only guess... result for my family.. high sodium pizza. imo.. not safe for older folks..,Complaint,0.93
193,It used to be good before the plannedemic 2020. Food is extra greasy now. Meat doesn't taste fresh like it used to be. Rice even tastes fake.,Complaint,0.92
194,The poor girl behind the counter has been slaving over online orders and walk-in orders for 20 minutes now. There's 4 of us in line  it shouldn't take this long. There shouldn't be just one employee handling all of this. Hire more employees and stop running out of fish (at a poke place) before 7pm. Step it up.,Complaint,0.95
195,I honestly cannot give Great Basin Brewing a good review. I wanted to like it since new ownership took over however my fish & chips & fries all were served cold  my husbands burger served cold. I informed the waitress and she microwaved my fish; It just made it soggy. The manager was kind enough to take it off my bill. I was so craving tasteful fish & chips this was definitely not the place for that. This is no Liberty on Sierra Street.,Complaint,0.96
196,It doesn't look like much when you walk by it  but when you get your food... you're right. It's nothing spectacular and they were out of a lot of things  like hash browns  spinach  and a few others. The coffee was pretty bad  but the music was the only thing that kept me from leaving. The pancakes were alright  but again  nothing special. The service was pretty slow  and usually the food makes up for it  but not in this case. The only thing that was special about this place was their band  but you can listen to them without eating there. If you do go here  if they are playing  tip the band. They deserve it!,Complaint,0.94
197,They aren't getting things right the last few times we've been there. They keep forgetting things in the bag. Another example just recently ordered egg and cheese biscuit  spicy chicken biscuit  3 hashbrowns. Got home only got two sandwiches had to run back up to get the hashbrowns got back home and wish would have opened up sandwiches cause got two reg chicken biscuits. The order on the bag had two stickers with exactly the order but none of the right food. Happening a lot there lately and super frustrating! Hashbrowns soggy and cold and one was barely filled...geesh,Complaint,0.97
198,It's a pretty location  seems inviting until you get asked by the host to be sat at the bar  there's no one in the restaurant  we sit for 10 minutes at our table and have multiple people including the bartender walk by and glance our way. Instead of asking to be sat somewhere else I see 4 servers and the host just chilling at the host stand doing nothing so we left. Food smelled great and I'm sure the drinks were good but I'd pass this location by.,Complaint,0.93
199,I do not know how this place got such. High Yelp review. The restaurant itself is super tiny and cold. It was probably warmer outside. Eating our food wasn't enjoyable just because of how cold it was. I got the brown sugar boba. I don't know if it tasted like Soap or what. It wasn't good. Definitely wasn't sweet. If you want some good brown sugar boba  go to Whale Tea. Also  the boba itself wasn't even that good. They just had it in a container. I got the garlic chicken ramen. Absolutely so flavor. The chicken pieces had no flavor. Once I added Sriracha to it  it tasted way better  but I shouldn't have to add that for it to taste good. This place looks like it should be in the food court in the mall. We know the quality there.,Complaint,0.98
200,"The pasta here is just aggressively mediocre. We were really excited because of how great the pictures were  but it genuinely was just ""ok"". Paying $18 for mediocre pasta is a huge letdown. I got the penne a la vodka  and it lacked any flavor at all. Watered down  salt less  I had to bury the dish in pepper and red pepper to taste anything at all. We also got a spaghetti  and the noodles were over cooked and the sauce tasted very odd  almost earthy? Overall  I'm really disappointed with the food. Our waitress was very kind though!",Complaint,0.95
201,I phoned the order in and was told food would be ready in 16 mins. We arrived about 20 mins later and the pizza was not even in the oven. Had to wait about another 25 mins. The wings were very good but the sauce on the pizza is a sweeter taste than we were used to but also had a spicy bite. I would not recommend this restaurant.,Complaint,0.92
202,So sad. I grew up in south STL and the Imo's out there and back then was the place to go. The pizzas  the meatball sandwich and hot roast beef..all fire. This location and overall the brand of Imo's has deteriorated so much over the years. I hate to say this  but STL Pizza and Wings is so much better and way more reasonable on price. Sorry Imo's. You're nit the same anymore.,Complaint,0.94
203,"I just stopped in to Homage for a chai latte. I haven't been there in years  but I like supporting local  and I was in the neighborhood. Sadly  it was one of the weakest chai teas I've ever had. Little flavor  no spice added  and not as hot as I would like on this chilly morning. Their pastries looked amazing  there were quite a few people seated inside  and the staff was pleasant. Disappointed with my ""spiced"" chai tea.",Complaint,0.91
204,We went to Nunzio's for a date night  but unfortunately we had to wait over an hour for our food when there were many tables still open. The food is great  but the lack of awareness from our server and the wait time for the food was not worth it.,Complaint,0.93
205,I wanted this to be a place for me to frequent like Floras down the street. Nope. It's expensive. Don't get me wrong  I will PAY for a good dinner  but I went in to get dinner and I paid $18 for a salad. It was dinner. It was $18. I expected a dinner-salad. What I got was a pre-entre salad that did not stand up to the $18 price tag. A similar salad found at Wildflower for instance is $10. And that salad  I went wow  this is good! Tucson is a City of gastronomy--https://tucson.cityofgastronomy.org/about-- so there are a lot of quality dining options out there. I don't think this place will fare well with the $$$ price tag and the lack of quantity and quality of their food. If your staying at the Doubletree  venture out  Tucson has WAY more better options. Also  had our waitress not treated us like I was bothering her during our interactions  I would have been happy to tell her my thoughts in person instead of here...,Complaint,0.96
206,We arrived before 6 on a Thursday evening and were quickly seated inside. Our meals were okay; nothing to highly recommend but big portions. However it was SO crowded and SO loud that we couldn't wait to get out of there! Not recommended,Complaint,0.92
207,Oh boy. So I paid $40 for 2 burgers an order of fries. The burgers were not special. I think I let a little tear go when I signed the check.,Complaint,0.93
208,Had high hopes  but very overpriced ramen for the quality and quantity. If I'm going to pay nearly $20 for a bowl I expect it to be top of the line and this place has dissapointed me every time :(,Complaint,0.95
209,Overall  we weren't impressed whatsoever. We placed our order online and we're hopeful for large portions given our extremely high ticket price. We got a few choices of meats and 5 different sides. The meat...pulled pork was incredibly dry. Like was this left over from the weekend? The beef brisket... it came in a round container which concerned me..when I opened it  imagine pulled pot roast. Zero smoke flavor and dry beyond our preference. My wife was looking forward to good brisket only to be very disappointed. The smoked sausage  best thing we tried but small portioned for what we were charged. The sides...oh the sides. Why is everyone afraid of seasoning? Literally where is the salt and pepper at least? Mac and cheese  boxed flavor. Green beans  bland. Slaw  blah. Baked beans  tasted like beans with a bottle of bbq sauce squeezed into them. Brunswick stew was like eating leftover stew that someone tried to spice up with more bbq sauce. Will we be back? Maybe. Recommend to friends  no. Worth the price you pay  absolutely not.,Complaint,0.98
210,Confusing menu  food isn't much to write home about. I've had a lot of sushi but would rate this sushi as disappointing. It's not bad by any means  just not worth your time when there are better options nearby. The portions were generous  however.,Complaint,0.95
211,Three years after my earlier review  and nothing seems to have improved. This time I skipped the 'meat and three'  and decided to see how they would do with that 'All-American' favorite  the cheeseburger and fries. First  the good part. The french fries  even though they were obviously previously frozen  were excellent. They were served hot  slightly crisp on the outside  perfectly done on the inside. But the sad part was that the burger wasn't as good as any you could get at the fast food joints just off the Interstate. Disecting it  patty looked fresh  but was completely devoid of flavor. Apparently they didn't even have salt or pepper. One last comment: the coffee was just dreadful. It tasted like they used whatever they could get at the lowest possible price. C'mon folks. At least try to get the coffee right.,Complaint,0.97
212,I understand making mistakes with a sandwich but I would bet money that both employees were high as a kite when my daughter and I came in today. Ingredients were added to a sandwich that were never mentioned  others that were requested were left off completely  and I've never seen someone make a sandwich so slowly. Don't go to work high  kids. Customers can definitely tell even if you think they can't.,Complaint,0.96
213,Did the 'when in Philly  get a Philly cheesesteak' thing. Hate to say it  don't love Genos. First time I had a cheesesteak with sliced meat instead of shredded. Also the last time I will have a cheesesteak with sliced meat instead to shredded. What an odd concept. I will say the employees were kind and extremely fast at getting the food out so kudos to them. The cheesesteak was so basic. Just a slice of cheese  thick slices of tomatoes  a ton of onions  and let's hear it  sliced meat. Wish it was more cut up and mixed around and blended together but I suppose when you are Genos  quantity is more important than quality.,Complaint,0.94
214,Cute atmosphere  food is not very good. Idk why this place has so many stars. Salad was SO over dressed I couldn't even eat any of it. Chicken is that disgusting chewy chicken you dread getting served. Skip,Complaint,0.96
215,I want to like this place... But the service and staff just kind of suck... Honestly they could seem to care less on the product they put out... I don't think I've had a hot taco yet... Which is sad because I think of many of them could be better if they were served fresher and with a little care... honestly Del taco and Taco Bell serve warmer fresher and better put together tacos and we've all seen what they look like...The beans with the green stuff in them I don't know what that is but it's not Mexican food... Not even edible to me Imho,Complaint,0.95
216,Came early on New Years Eve. Waitress was fantastic. Food was pretty subpar. For some reason the hostess felt the need to correct my husband of 36 years on who should go first. Crazy,Complaint,0.92
217,Live music was great. That's all I can say because I sat here for an hour without being helped. Finally caved and got a drink from the bar. Came for the 'free sunset shooter' that never happened.,Complaint,0.93
218,Usually always happy with the seafood trio. This time not so much. Very skimpy on the seafood  barely a octopus leg if reconstructed. A few shrimps and a few scallops. Very sad. They piled in the sides to fill the plate. I understand prices have gone up but this was very disappointing.,Complaint,0.94
219,I'm really disappointed in Shokku Ramen. When a ramen place opened up so near my home AND they promised to have Miracle Noodles on the menu (I would have been fine with any gluten-free noodle but I was especially excited to try those)  I was so thrilled. I went one time early last summer (before I became more seriously gluten free out of medical necessity) and was told after an incredibly long wait that they were 'working on their staffing issues' and that they would have the noodles 'soon.' It's been over six months  yet the company is still saying the same thing about staff and the noodles have been taken off the menu altogether for a few months now. Thoroughly annoyed with their lack of inclination to make actual changes... especially in a neighborhood like Hillsboro Village. What a letdown.,Complaint,0.96
